date,ticker,close,ret_fwd_1,year,month,quarter,doy,iso_week,weekday,year_digit,seas_doy_mu,seas_weekday_mu,seas_month_mu,seas_year_digit_mu,seasonality_score_daily,seasonality_signal_daily
2000-08-23,CL=F,32.04999923706055,-0.013104526873382372,2000,8,3,236,34,2,0,0.0001189949012271627,0.0008149396516013281,-0.0004129425356810644,-0.005901597720965499,-0.3738725166681556,0
2000-08-24,CL=F,31.6299991607666,0.013278535802647262,2000,8,3,237,34,3,0,-0.005643590039788642,0.001611522463472889,-0.0004129425356810644,-0.005901597720965499,-0.7621555119733721,-1
2000-08-25,CL=F,32.04999923706055,0.025585014488113345,2000,8,3,238,34,4,0,0.01701786173239122,-0.002841926675400514,-0.0004129425356810644,-0.005901597720965499,0.6614962741372793,0
2000-08-28,CL=F,32.869998931884766,-0.004563362216484235,2000,8,3,241,35,0,0,-0.006226130138309543,-0.0011141405452046015,-0.0004129425356810644,-0.005901597720965499,-1.0208181098008056,-1
2000-08-29,CL=F,32.720001220703125,0.020782404639567043,2000,8,3,242,35,1,0,-0.007235171077105222,0.000648723453555513,-0.0004129425356810644,-0.005901597720965499,-0.9618780070700051,-1
2000-08-30,CL=F,33.400001525878906,-0.008982126887789654,2000,8,3,243,35,2,0,-0.00874870452685801,0.0008149396516013281,-0.0004129425356810644,-0.005901597720965499,-1.067222379568155,-1
2000-08-31,CL=F,33.099998474121094,0.008459293259879042,2000,8,3,244,35,3,0,0.0024741284029886623,0.001611522463472889,-0.0004129425356810644,-0.005901597720965499,-0.12744534672639776,0
2000-09-01,CL=F,33.380001068115234,0.012582329404012382,2000,9,3,245,35,4,0,-0.0009833663696565845,-0.002841926675400514,0.00012068467022157069,-0.005901597720965499,-0.7042647989293743,-1
2000-09-05,CL=F,33.79999923706055,0.03402371455138886,2000,9,3,249,36,1,0,6.46796779542047e-05,0.000648723453555513,0.00012068467022157069,-0.005901597720965499,-0.3493921064922929,0
2000-09-06,CL=F,34.95000076293945,0.010872705574249464,2000,9,3,250,36,2,0,0.0027987496767518144,0.0008149396516013281,0.00012068467022157069,-0.005901597720965499,-0.12262381633314264,0
2000-09-07,CL=F,35.33000183105469,-0.046136455806307985,2000,9,3,251,36,3,0,-0.002253870578108748,0.001611522463472889,0.00012068467022157069,-0.005901597720965499,-0.4553959182210039,0
2000-09-08,CL=F,33.70000076293945,0.04154295784827533,2000,9,3,252,36,4,0,0.008336001801933033,-0.002841926675400514,0.00012068467022157069,-0.005901597720965499,0.0244002507250596,0
2000-09-11,CL=F,35.099998474121094,-0.02564096154719786,2000,9,3,255,37,0,0,0.0025783244487749503,-0.0011141405452046015,0.00012068467022157069,-0.005901597720965499,-0.29068987491602494,0
2000-09-12,CL=F,34.20000076293945,-0.011695950788175535,2000,9,3,256,37,1,0,0.004320307607681613,0.000648723453555513,0.00012068467022157069,-0.005901597720965499,-0.016652023728003017,0
2000-09-13,CL=F,33.79999923706055,0.008875717273141515,2000,9,3,257,37,2,0,0.0025993025090653215,0.0008149396516013281,0.00012068467022157069,-0.005901597720965499,-0.13821824051189308,0
2000-09-14,CL=F,34.099998474121094,0.051319650390251326,2000,9,3,258,37,3,0,0.005387551239966321,0.001611522463472889,0.00012068467022157069,-0.005901597720965499,0.14207344944197553,0
2000-09-15,CL=F,35.849998474121094,0.028730896452831445,2000,9,3,259,37,4,0,-0.004298841855618925,-0.002841926675400514,0.00012068467022157069,-0.005901597720965499,-0.9634960112954299,-1
2000-09-18,CL=F,36.880001068115234,-0.010303716299069343,2000,9,3,262,38,0,0,-0.0022759594472872126,-0.0011141405452046015,0.00012068467022157069,-0.005901597720965499,-0.6702378175484405,0
2000-09-19,CL=F,36.5,0.027397260273972712,2000,9,3,263,38,1,0,0.007872226328172527,0.000648723453555513,0.00012068467022157069,-0.005901597720965499,0.26106627038608815,0
2000-09-20,CL=F,37.5,-0.09466664632161459,2000,9,3,264,38,2,0,-0.011697434817518856,0.0008149396516013281,0.00012068467022157069,-0.005901597720965499,-1.2560550532831742,-1
2000-09-21,CL=F,33.95000076293945,-0.03829158196896576,2000,9,3,265,38,3,0,-0.004251601078579081,0.001611522463472889,0.00012068467022157069,-0.005901597720965499,-0.6115949617097103,0
2000-09-22,CL=F,32.650001525878906,-0.033078155607394466,2000,9,3,266,38,4,0,-0.007247880881091801,-0.002841926675400514,0.00012068467022157069,-0.005901597720965499,-1.1940761996047544,-1
2000-09-25,CL=F,31.56999969482422,-0.0022172852550168543,2000,9,3,269,39,0,0,0.006217489322322944,-0.0011141405452046015,0.00012068467022157069,-0.005901597720965499,-0.006149957138293168,0
2000-09-26,CL=F,31.5,0.0,2000,9,3,270,39,1,0,-0.006357079670357473,0.000648723453555513,0.00012068467022157069,-0.005901597720965499,-0.8514982051301148,-1
2000-09-27,CL=F,31.5,-0.03809526231553817,2000,9,3,271,39,2,0,0.0034195956042653267,0.0008149396516013281,0.00012068467022157069,-0.005901597720965499,-0.07408096232523821,0
2000-09-28,CL=F,30.299999237060547,0.018481893973319563,2000,9,3,272,39,3,0,-0.004431809434698132,0.001611522463472889,0.00012068467022157069,-0.005901597720965499,-0.6256851369599958,0
2000-09-29,CL=F,30.860000610351562,0.041801713869527024,2000,9,3,273,39,4,0,0.00894564843617098,-0.002841926675400514,0.00012068467022157069,-0.005901597720965499,0.07206745163712311,0
2000-10-02,CL=F,32.150001525878906,-0.0024883927607372014,2000,10,4,276,40,0,0,0.0022496388416611444,-0.0011141405452046015,-0.0010037009180812947,-0.005901597720965499,-0.4043029627632792,0
2000-10-03,CL=F,32.06999969482422,-0.017773610859005085,2000,10,4,277,40,1,0,0.0016124270370254715,0.000648723453555513,-0.0010037009180812947,-0.005901597720965499,-0.3162901922810715,0
2000-10-04,CL=F,31.5,-0.026984139094276993,2000,10,4,278,40,2,0,0.002624792123960785,0.0008149396516013281,-0.0010037009180812947,-0.005901597720965499,-0.22413898903098298,0
2000-10-05,CL=F,30.649999618530273,0.00652531045444249,2000,10,4,279,40,3,0,0.006760648731218621,0.001611522463472889,-0.0010037009180812947,-0.005901597720965499,0.1615197968526055,0
2000-10-06,CL=F,30.850000381469727,0.03338731820293761,2000,10,4,280,40,4,0,0.006475088156334772,-0.002841926675400514,-0.0010037009180812947,-0.005901597720965499,-0.20901505967498726,0
2000-10-09,CL=F,31.8799991607666,0.039836963567905004,2000,10,4,283,41,0,0,-0.0015286536867338385,-0.0011141405452046015,-0.0010037009180812947,-0.005901597720965499,-0.6997210278210422,0
2000-10-10,CL=F,33.150001525878906,0.0,2000,10,4,284,41,1,0,-0.00028463793513759813,0.000648723453555513,-0.0010037009180812947,-0.005901597720965499,-0.46461837469508444,0
2000-10-11,CL=F,33.150001525878906,0.08898934577542139,2000,10,4,285,41,2,0,0.008291604847606228,0.0008149396516013281,-0.0010037009180812947,-0.005901597720965499,0.21893915732291938,0
2000-10-12,CL=F,36.099998474121094,-0.029085852671524526,2000,10,4,286,41,3,0,-0.0011927179311841643,0.001611522463472889,-0.0010037009180812947,-0.005901597720965499,-0.46033999098654443,0
2000-10-13,CL=F,35.04999923706055,-0.05563483039616146,2000,10,4,287,41,4,0,-0.0028613631781430737,-0.002841926675400514,-0.0010037009180812947,-0.005901597720965499,-0.9390158118690155,-1
2000-10-16,CL=F,33.099998474121094,-0.0045316531146947225,2000,10,4,290,42,0,0,-0.0013594627605561516,-0.0011141405452046015,-0.0010037009180812947,-0.005901597720965499,-0.686492286091514,0
2000-10-17,CL=F,32.95000076293945,0.018209361463686013,2000,10,4,291,42,1,0,-0.0018832220855197436,0.000648723453555513,-0.0010037009180812947,-0.005901597720965499,-0.5896088652377828,0
2000-10-18,CL=F,33.54999923706055,-0.01788371051461346,2000,10,4,292,42,2,0,-0.002720185976576201,0.0008149396516013281,-0.0010037009180812947,-0.005901597720965499,-0.6420534507541237,0
2000-10-19,CL=F,32.95000076293945,0.040971121179441905,2000,10,4,293,42,3,0,0.003021308507561191,0.001611522463472889,-0.0010037009180812947,-0.005901597720965499,-0.13085265582638375,0
2000-10-20,CL=F,34.29999923706055,-0.016618067274134063,2000,10,4,294,42,4,0,-0.003922279020197051,-0.002841926675400514,-0.0010037009180812947,-0.005901597720965499,-1.021966960540887,-1
2000-10-23,CL=F,33.72999954223633,-0.010673009642374054,2000,10,4,297,43,0,0,-0.0003926442081232384,-0.0011141405452046015,-0.0010037009180812947,-0.005901597720965499,-0.6108984394332173,0
2000-10-24,CL=F,33.369998931884766,-0.012286480687308532,2000,10,4,298,43,1,0,-0.002140321036362799,0.000648723453555513,-0.0010037009180812947,-0.005901597720965499,-0.6097109812109737,0
2000-10-25,CL=F,32.959999084472656,0.023968475044634063,2000,10,4,299,43,2,0,0.0032647346702313557,0.0008149396516013281,-0.0010037009180812947,-0.005901597720965499,-0.17410300390102837,0
2000-10-26,CL=F,33.75,-0.031111088505497708,2000,10,4,300,43,3,0,-0.006543699341624613,0.001611522463472889,-0.0010037009180812947,-0.005901597720965499,-0.8787238409802582,-1
2000-10-27,CL=F,32.70000076293945,0.0033639329597885403,2000,10,4,301,43,4,0,-0.008265691210870075,-0.002841926675400514,-0.0010037009180812947,-0.005901597720965499,-1.3615707406806936,-1
2000-10-30,CL=F,32.810001373291016,-0.0036575050764771078,2000,10,4,304,44,0,0,-0.0010515880725199384,-0.0011141405452046015,-0.0010037009180812947,-0.005901597720965499,-0.6624201042960625,0
2000-10-31,CL=F,32.689998626708984,0.015601167257736748,2000,10,4,305,44,1,0,0.0010169522521823108,0.000648723453555513,-0.0010037009180812947,-0.005901597720965499,-0.3628493211486773,0
2000-11-01,CL=F,33.20000076293945,-0.019879513019435024,2000,11,4,306,44,2,0,-0.0003183948450851743,0.0008149396516013281,-0.00107127517971649,-0.005901597720965499,-0.45954512829479127,0
2000-11-02,CL=F,32.540000915527344,0.0018438093701811376,2000,11,4,307,44,3,0,0.0037013405390740974,0.001611522463472889,-0.00107127517971649,-0.005901597720965499,-0.0829656571498346,0
2000-11-03,CL=F,32.599998474121094,0.007975526024544655,2000,11,4,308,44,4,0,0.006189534721865231,-0.002841926675400514,-0.00107127517971649,-0.005901597720965499,-0.2366254947902064,0
2000-11-06,CL=F,32.86000061035156,0.016433381177638484,2000,11,4,311,45,0,0,0.0038085069127199666,-0.0011141405452046015,-0.00107127517971649,-0.005901597720965499,-0.28770131577548075,0
2000-11-07,CL=F,33.400001525878906,-0.003293431297191174,2000,11,4,312,45,1,0,0.0029477206564740843,0.000648723453555513,-0.00107127517971649,-0.005901597720965499,-0.21716943947885262,0
2000-11-08,CL=F,33.290000915527344,0.01982576837672201,2000,11,4,313,45,2,0,-0.006644378971624763,0.0008149396516013281,-0.00107127517971649,-0.005901597720965499,-0.9541627303475146,-1
2000-11-09,CL=F,33.95000076293945,0.004123693269582063,2000,11,4,314,45,3,0,0.004709097190826029,0.001611522463472889,-0.00107127517971649,-0.005901597720965499,-0.0041709323178448,0
2000-11-10,CL=F,34.09000015258789,0.009973603727369884,2000,11,4,315,45,4,0,-0.017100634341968464,-0.002841926675400514,-0.00107127517971649,-0.005901597720965499,-2.057642959160199,-1
2000-11-13,CL=F,34.43000030517578,0.012198610665773879,2000,11,4,318,46,0,0,-0.004391993322470112,-0.0011141405452046015,-0.00107127517971649,-0.005901597720965499,-0.9288840441585295,-1
2000-11-14,CL=F,34.849998474121094,0.021520804385599446,2000,11,4,319,46,1,0,-0.00039844899177988785,0.000648723453555513,-0.00107127517971649,-0.005901597720965499,-0.4788005745519557,0
2000-11-15,CL=F,35.599998474121094,-0.015449417433552992,2000,11,4,320,46,2,0,-0.007438245175699015,0.0008149396516013281,-0.00107127517971649,-0.005901597720965499,-1.016233736274097,-1
2000-11-16,CL=F,35.04999923706055,0.015691847333308973,2000,11,4,321,46,3,0,0.009676864828282073,0.001611522463472889,-0.00107127517971649,-0.005901597720965499,0.3842501049852836,0
2000-11-17,CL=F,35.599998474121094,-0.010674080609700098,2000,11,4,322,46,4,0,-0.00808525579176648,-0.002841926675400514,-0.00107127517971649,-0.005901597720965499,-1.352746324755001,-1
2000-11-20,CL=F,35.220001220703125,-0.0019874983645108424,2000,11,4,325,47,0,0,-0.002391549786294772,-0.0011141405452046015,-0.00107127517971649,-0.005901597720965499,-0.7724728731671531,-1
2000-11-21,CL=F,35.150001525878906,0.007112375224676448,2000,11,4,326,47,1,0,0.00507479075946142,0.000648723453555513,-0.00107127517971649,-0.005901597720965499,-0.05085755935196666,0
2000-11-22,CL=F,35.400001525878906,-0.0005649846582365115,2000,11,4,327,47,2,0,-0.0007224420684252425,0.0008149396516013281,-0.00107127517971649,-0.005901597720965499,-0.49113687192343775,0
2000-11-27,CL=F,35.380001068115234,-0.03193897778407928,2000,11,4,332,48,0,0,0.0028391596913699708,-0.0011141405452046015,-0.00107127517971649,-0.005901597720965499,-0.3634928746207091,0
2000-11-28,CL=F,34.25,0.011094921696795268,2000,11,4,333,48,1,0,-0.006126611362678538,0.000648723453555513,-0.00107127517971649,-0.005901597720965499,-0.9266755422073621,-1
